user_id,username,email,profile_name,profile_heading,date_of_birth,relationship_status,body_type,children,smoker,location,age,my_story,personality_traits,communication_style,life_priorities,core_values,arrangement_preferences,age_min,age_max,location_preference,max_distance,lifestyle_interests,looking_for,profile_image,additional_image_1,additional_image_2,additional_image_3,additional_image_4,private_image_1,private_image_2,private_image_3,private_image_4,private_image_5,gender
684,Tom72muc,synergydating+Tom72muc@gmail.com,Tom72muc,Born again but not christian,01-01-1979,Divorced,average,2,No,"Brisbane QLD, Australia",46.0,Just enjoying a new zest for life. I'm a father but my children do not live with me. I am a CEO in the financial sector. To relax I enjoy long walks and camping. I won't fill in the net worth in case my x sees it lol. But I am more than capable of being a dutiful,realistic,direct,wealth,independence,marriage,41.0,56.0,country wide,10km,music,"Looking for a relaxed, adventurous woman who enjoys chemistry, good company and a bit of indulgence.",https://adultarrangements.com/wp-content/uploads/2022/07/e9ebf07e-7b2e-4c26-a20b-7032eed9fa56.jpg,,,,,,,,,,Male
685,Kingliam2,synergydating+Kingliam2@gmail.com,Kingliam2,well travelled well?,01-01-1986,Single,average,,No,"Sydney NSW, Australia",39.0,Hi my names Paul. I could write I'm an investment banker but I'm actually a botanist so were good for the roses on Valentines : ),realistic,thoughtful,travel,adventure,marriage,34.0,49.0,country wide,any,theater,"Looking for an elegant, open‑minded woman who enjoys being appreciated and treated well.",https://adultarrangements.com/wp-content/uploads/2022/07/facec1a1-7aca-4255-9030-737a0133c2e3.jpg,,,,,,,,,,Male
686,Dadyzak,synergydating+Dadyzak@gmail.com,Dadyzak,looking for You,01-01-1974,Single,athletic,,No,"Sydney NSW, Australia",51.0,"Outgoing and spontaneous.  Which is contrast to my work. I have never been engaged or married I value my freedom far too much.  I keep myself in good shape. When I can I enjoy a good drink._x000D_
I race cars in amateur competitions. Fancy being my pit girl ?",optimistic,practical,health,independence,open,46.0,61.0,country wide,any,music,"Looking for an elegant, open‑minded woman who enjoys being appreciated and treated well.",https://adultarrangements.com/wp-content/uploads/2022/07/511270e5-e429-4089-a146-1edd011991af.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/5aa582ef-c35e-4ac9-94de-5dd46f6d872a.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/3cfc11bf-b564-4977-a1fa-1e1faa0edcde.jpg,,,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/06be7631-5c3e-496f-9ada-cbbd2f45efde.jpg,,,,,Male
687,Glen20,synergydating+Glen20@gmail.com,Glen20,Kills 99.9 percent of drama,01-01-1989,Single,slim,,No,"Melbourne VIC, Australia",36.0,"Can be a geek, never a nurd though. I often loose myself when focused on something I'm passionate about. Never tried Sugar Dating before. So a brief bio required. Not really into the gym but I keep in shape by eating healthy, I'm a vegan. And let's play to the stereotype yes I like yoga and meditation lol.",empathetic,intellectual,travel,compassion,long_term,31.0,46.0,country wide,30km,photography,"Looking for a relaxed, adventurous woman who enjoys chemistry, good company and a bit of indulgence.",https://adultarrangements.com/wp-content/uploads/2022/07/4b5ab3e0-8cd3-42e9-a86f-083ca1d69b2f.jpg,,,,,,,,,,Male
688,Daddy bare,synergydating+Daddy bare@gmail.com,Daddy bare,Happy to Bare all,01-01-1987,Single,few extra pounds,,No,"Paddington NSW, Australia",38.0,Been described as a big pussycat. Happy trolling around coffee shops and cafes to catch up and talk to friends. I was in along term relationship that ended last year. Relishing the freedom and need to be accountable now.,ambitious,direct,family,loyalty,open,33.0,48.0,country wide,50km,fine_dining,"Looking for a relaxed, adventurous woman who enjoys chemistry, good company and a bit of indulgence.",https://adultarrangements.com/wp-content/uploads/2022/07/bf3a4ba8-1138-4e67-ae1d-0ebf429ba07b.jpg,,,,,,,,,,Male
689,Smart sim,synergydating+Smart sim@gmail.com,Smart sim,Thriller from Manila,01-01-1987,Single,average,,Yes,"Perth WA, Australia",38.0,Originally from the Philippines. I manage my own  imports and exports business. And offer consultancy to Pilipino companies for overseas expansion. Lover of good food and wine. I have been single a while as I built my business. I am now looking g for a person to share my success with.,creative,thoughtful,health,adventure,monogamous,33.0,48.0,country wide,20km,theater,"Hoping to meet a genuine, playful woman for regular catch‑ups, laughter and shared experiences.",https://adultarrangements.com/wp-content/uploads/2022/07/7a9b3395-ab6d-4b1a-a9be-585b58eeba79.jpg,,,,,,,,,,Male
690,Darius the great,synergydating+Darius the great@gmail.com,Darius the great,Looking for a new lady in my life,01-01-1972,Divorced,average,3,Yes,"Sans Souci NSW, Australia",53.0,Im a successful business owner. Divorced over three years now. Children all grown up. I love to travel to beautiful destinations and  rather than the lottery of meeting a person while away I would much prefer to take a person I already have a report with.,spontaneous,practical,creativity,honesty,long_term,48.0,63.0,country wide,any,sailing,Keen to connect with a confident woman who knows her worth and enjoys being looked after.,https://adultarrangements.com/wp-content/uploads/2022/07/381ec373-51df-418c-9fd2-a6b3a16415ce.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/13df45d6-b023-42d5-8ef8-8406d0f8c1ee.jpg,,,,,,,,,Male
691,sugar 4 U,synergydating+sugar 4 U@gmail.com,sugar 4 U,All my own teeth,01-01-1979,Single,slim,,No,"Canberra ACT, Australia",46.0,"Happy go lucky person. Try to look for the positive and the good in people and situations where ever possible. I love watching movies, early morning runs and coffee. I work in law so I trearish my free time as the work can be quit mentally exhausting. UI have two dogs Pepsi and Shirley. Yes I am straight lol.",traditional,emotional,career,compassion,discuss,41.0,56.0,country wide,30km,fashion,"Looking for a relaxed, adventurous woman who enjoys chemistry, good company and a bit of indulgence.",https://adultarrangements.com/wp-content/uploads/2022/07/e28b120b-0e0f-4194-a3b6-e77cb0f287ff.jpg,,,,,,,,,,Male
692,Matt9,synergydating+Matt9@gmail.com,Matt9,Come fly with ME!,01-01-1983,Rather Not Say,average,1,No,"ACT, Australia",42.0,"Level headed but never boring. Im a doctor and I fly myself to some of my more rural patients._x000D_
Surgeons hands : ) I must admit to being far too career orientated in the past and thats something I would like to change. Italian food lover, and all things carbohydrates.",traditional,practical,wealth,growth,short_term,37.0,52.0,country wide,50km,music,"Seeking a fun, easy‑going lady to share great dates, good conversation and a mutually rewarding connection.",https://adultarrangements.com/wp-content/uploads/2022/07/d8118456-814d-4efa-819a-ef6ab3a99cd9.jpg,,,,,,,,,,Male
693,Jaden67,synergydating+Jaden67@gmail.com,Jaden67,Young Gun,01-01-1991,Single,athletic,,No,"Hornsby NSW, Australia",34.0,"Young successful entrepreneur?  Actually no. But my dads loaded lol._x000D_
As a result I tend to enjoy life probably a little more than I should. But hey why not ?_x000D_
So not career driven prefer to be chauffeur driven. Question is do you ? Sounds arrogant I know but let's all be  honest here. I find a lot of miscommunication comes from people trying to say the right thing instead of the truth or what they really think and feel. So tell me what makes you tick ?_x000D_
Net worth listed is based on my inheritance lol.",spontaneous,thoughtful,family,ambition,short_term,29.0,44.0,country wide,30km,art,Keen to connect with a confident woman who knows her worth and enjoys being looked after.,https://adultarrangements.com/wp-content/uploads/2022/07/4b149e34-3ad6-4a85-9979-ef80f0dd6c18.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/5a723eed-9ee4-4b04-9384-5e3d0dbc2ed6.jpg,,,,,,,,,Male
694,Lucky U,synergydating+Lucky U@gmail.com,Lucky U,Lets Carpi Diem together,01-01-1983,Single,slim,,No,"Sydney NSW, Australia",42.0,"Hi my names John I'm actually really excited to place a profile on here and see if I can meet someone interesting and new from outside of my usual circle of friends. I can't take a good picture ever. So how to convey a better image of myself ? Ok I won't stretch your imagination with Brad Pitt, more a Jeff Goldblum.",extroverted,emotional,growth,stability,travel,37.0,52.0,country wide,5km,art,"Looking for a relaxed, adventurous woman who enjoys chemistry, good company and a bit of indulgence.",https://adultarrangements.com/wp-content/uploads/2022/07/1897e09b-7597-4d09-bc11-1f6394a54882.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/f6c9340c-6d06-4e40-8bb5-be2ad3bd0336.jpg,,,,,,,,,Male
695,Creed,synergydating+Creed@gmail.com,Creed,Cool  Hand Luke,01-01-1981,Single,average,,No,"Southbank VIC, Australia",44.0,"Caring guy, I love to indulge others and like to see it when people are happy. I still like to party occasionally, although I'm more happy now with a good restaurant and coming home to a lovely red. Be that wine or a lady lol. I keep active both mentally and physically. I go to the gym three or four times a week and I always have a good book on the go.",ambitious,playful,growth,stability,marriage,39.0,54.0,country wide,30km,theater,"Looking for an elegant, open‑minded woman who enjoys being appreciated and treated well.",https://adultarrangements.com/wp-content/uploads/2022/07/47e8aaf4-06f9-4550-871e-bfca73046bb3.jpg,,,,,,,,,,Male
702,Troy5,synergydating+Troy5@gmail.com,Troy5,Im ready if you are,01-01-1985,Single,average,,No,"Canberra ACT, Australia",40.0,"I enjoy my footy, and indoor climbing. Ive been in ACT for a couple of years now originally from Melbourne. I still like to get to Melbourne as often a is can to see family and Hawthorne play._x000D_
As well as catch up with a few friends.",creative,direct,travel,ambition,discuss,35.0,50.0,country wide,any,reading,"Looking for an elegant, open‑minded woman who enjoys being appreciated and treated well.",https://adultarrangements.com/wp-content/uploads/2022/07/efa687d1-94c4-4de1-8109-3aa046758437.jpg,,,,,,,,,,Male
703,Sultan74,synergydating+Sultan74@gmail.com,Sultan74,Come dine with me,01-01-1986,Single,average,,No,"Sydney NSW, Australia",39.0,"Self employed businessman. Having established my business I find that I now have an increasing amount of time free. Hobbies, I enjoy reading and walking along the beach. Swimming in summer and lazy days with coffee people watching.",optimistic,emotional,wealth,growth,marriage,34.0,49.0,country wide,10km,reading,Keen to connect with a confident woman who knows her worth and enjoys being looked after.,https://adultarrangements.com/wp-content/uploads/2022/07/4045a860-0de4-4311-937c-7afcbf0c7c4b.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/d90146e4-8fd6-41b2-8ef7-fbefd723e1dd.jpg,,,,,,,,,Male
704,Peter Perfect,synergydating+Peter Perfect@gmail.com,Peter Perfect,If you remember Peter perfect I'm on the wrong site,01-01-1966,Divorced,few extra pounds,,No,"Melbourne VIC, Australia",59.0,New found freedom and time on my hands as I retired last year. So I'm now working my way through my list I wrote many years back before I got caught in the corporate trap. Ive ticked off skydiving and scuba diving. Looking to start to fulfil my promise to myself to indulge in life a little more and would welcome someone to help me with that.,creative,emotional,career,independence,casual,54.0,69.0,country wide,5km,yoga,"Seeking a fun, easy‑going lady to share great dates, good conversation and a mutually rewarding connection.",https://adultarrangements.com/wp-content/uploads/2022/07/fb3cb7b2-5cdd-4b6a-9e14-8562bf1c0425.jpg,,,,,,,,,,Male
705,Touch of Class,synergydating+Touch of Class@gmail.com,Touch of Class,In need of a crew member,01-01-1972,Single,average,2,No,"Perth WA, Australia",53.0,"Keen fisherman and boatey. Love nothing more than to get out on the water._x000D_
I run my own construction company. I've been single for a few years now and I'm looking to dip my toe back in the water.",optimistic,thoughtful,wealth,independence,marriage,48.0,63.0,country wide,10km,music,"Hoping to meet a genuine, playful woman for regular catch‑ups, laughter and shared experiences.",https://adultarrangements.com/wp-content/uploads/2022/07/19e8024a-a677-4fa8-9e84-5e3963327df9.jpg,,,,,,,,,,Male
706,Sun Seeker SD,synergydating+Sun Seeker SD@gmail.com,Sun Seeker SD,sun lover,01-01-1986,Single,athletic,,No,"Sydney NSW, Australia",39.0,Although I'm quite young I definitely have all the characteristics required to be a good man. I work in the finance sector. Sounds boring but it has  its excitement believe me. Its high pressure industry and you only as good as your last results. So I value my down time and try as best I can to get away from the hustle and bustle of city life as often as possible. I like to just book random on the spot holidays and getaway.,ambitious,emotional,community,compassion,casual,34.0,49.0,country wide,any,music,Keen to connect with a confident woman who knows her worth and enjoys being looked after.,https://adultarrangements.com/wp-content/uploads/2022/07/b9b356bf-44c6-4c72-a098-d4926f8fafbc.jpg,,,,,,,,,,Male
707,Zen,synergydating+Zen@gmail.com,Zen,No not in I.T,01-01-1988,Single,slim,,No,"Melbourne VIC, Australia",37.0,"Ok I know I might look the stereotypical computer geek, but Im so unstereeotypical I'm actually not that computer literate. What I am good at is restaurants. If you like Asian, western fusion cuisine then I am your man.",traditional,direct,wealth,growth,short_term,32.0,47.0,country wide,any,technology,"Seeking a fun, easy‑going lady to share great dates, good conversation and a mutually rewarding connection.",https://adultarrangements.com/wp-content/uploads/2022/07/368990f1-69cb-4ccb-80b6-120173d90bfe.jpg,,,,,,,,,,Male
708,Beaujolais,synergydating+Beaujolais@gmail.com,Beaujolais,Great vintage,01-01-1989,Single,average,,No,"Surry Hills NSW, Australia",36.0,"Hello, my name is Peter Ill write what most do as its simple and best descriptive in that im here for a very good time and along time though. I enjoy a night out with good Scotch or two. Wine I like to indulge when drinking with others. So what are you waiting for? we have a lot of drinking to do lol.",spontaneous,practical,career,loyalty,travel,31.0,46.0,country wide,50km,wine,"Looking for an elegant, open‑minded woman who enjoys being appreciated and treated well.",https://adultarrangements.com/wp-content/uploads/2022/07/7813ab09-ca27-4e73-a08a-8ff33349eb55.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/ed25a95d-4be4-401e-b7f9-f71ba83c2d08.jpg,,,,,,,,,Male
709,Happy Days,synergydating+Happy Days@gmail.com,Happy Days,Why not ?,01-01-1972,Single,average,,No,"Sydney NSW, Australia",53.0,"I own a real estate business. so my hours are often very unsociable and random. Due to my business being my main focus as I established it my relationships suffered. Sugar dating seems ideal for me and for any babe that has their own life priorities. Let's meet, have lovely times together and let me share with you the spoils of my success.",introverted,emotional,travel,honesty,travel,48.0,63.0,country wide,20km,yoga,"Hoping to meet a genuine, playful woman for regular catch‑ups, laughter and shared experiences.",https://adultarrangements.com/wp-content/uploads/2022/07/c976dadb-deb7-4332-8a39-6d6f92c2cadb.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/fec7f13c-05f2-44d3-a358-86dfdbaa5ac8.jpg,,,,,,,,,Male
710,Momma1,synergydating+Momma1@gmail.com,Momma1,Momma knows best,01-01-1982,Rather Not Say,slim,Rather not say,No,"Sydney NSW, Australia",43.0,"Curvaceous in all of the right places. New to sugar dating but excited to see if what I am looking for is here. I am financially stable. I can be a bit of a contradiction in I like my solitude but also love being in good company. I adore my two little dogs and am a  passionate animal lover in general, as well as an advocate for kindness and equality in all walks of life.",traditional,intellectual,creativity,stability,casual,38.0,53.0,country wide,10km,art,"Keen to connect with a mature, generous man who values discretion, fun and good company.",https://adultarrangements.com/wp-content/uploads/2022/07/face_422a0bd24df8a2c263ec2dbd9aec2696_e27dc3d8e559f1397a2fae1330c8a5eb.jpg,,,,,,,,,,Female
711,Troy,synergydating+Troy@gmail.com,Troy,looking,01-01-1994,Rather Not Say,athletic,,No,"Sydney NSW, Australia",31.0,Pleasing to the eye. I work out regulaly and keep my self in good shape. I work as a cocktail bartender in the city. So if you have a favourite let me  shake one up for you.,ambitious,practical,creativity,adventure,marriage,26.0,41.0,country wide,30km,sailing,"Seeking a fun, easy‑going lady to share great dates, good conversation and a mutually rewarding connection.",https://adultarrangements.com/wp-content/uploads/2022/07/6ba1e6d3-a82f-4601-bf58-e63d17b07def.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/98b65306-074c-474c-8134-de123f2b7111.jpg,,,,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/506e176e-4049-45a7-8493-5acc59e1bad0.jpg,,,,,Male
712,Sammy,synergydating+Sammy@gmail.com,Sammy,Im your Babe,01-01-1996,Single,athletic,,Yes,"Sydney NSW, Australia",29.0,"Ive been there and done the whole young club scene. Im looking for different things in life now. And a good man sounds a perfect place to start. If we both connect and you can help with my lifestyle and passion for designer clothing. Then I will help fulfil your passions._x000D_
Sounds a wonderful arrangement to me. So message me and let's get this party started.",optimistic,practical,creativity,honesty,discuss,24.0,39.0,country wide,50km,hiking,"Looking for an elegant, open‑minded woman who enjoys being appreciated and treated well.",https://adultarrangements.com/wp-content/uploads/2022/07/3f07370f-7e74-41f3-bfc0-cbb67b060000.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/f4dcad3d-0520-4227-a9fa-010c36a23694.jpg,,,,,,,,,Male
713,Sam,synergydating+Sam@gmail.com,Sam,Sam The Man,01-01-1979,Single,few extra pounds,,No,"Brisbane QLD, Australia",46.0,"Down to earth, genuine and generous. I like to help others get along in life. Motor racing enthusiast. I go to as many formula 1 races as I can. That leads on to enjoying a few nice cars of my own.",realistic,thoughtful,family,stability,discuss,41.0,56.0,country wide,20km,golf,"Looking for an elegant, open‑minded woman who enjoys being appreciated and treated well.",https://adultarrangements.com/wp-content/uploads/2022/07/26f92aa1-275c-420b-83b3-ed871146d9be_2x.jpg,,,,,,,,,,Male
714,Icon,synergydating+Icon@gmail.com,Icon,Iconic,01-01-1992,Single,athletic,,No,"Perth WA, Australia",33.0,"Positive and driven in life. I try to get as much out of every day as I can. Sugar dating appeals to me  as its dating where you make the most of anytime together. So that suits my lifestyle and way of life as I am sure it does yours. I like to keep fit, be that in the gym or a run and a swim at the beach._x000D_
as much as I value my fitness I also value good food and a lovely glass or two of wine. Care to join me ?",empathetic,intellectual,creativity,stability,discuss,28.0,43.0,country wide,30km,cooking,Keen to connect with a confident woman who knows her worth and enjoys being looked after.,https://adultarrangements.com/wp-content/uploads/2022/07/a9a0f31a-55dc-43a3-aa4f-516b7b3d13f1_2x.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/a9a0f31a-55dc-43a3-aa4f-516b7b3d13f1_2x1.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/6e5825f1-8875-4add-b25b-f449a9b1205d_2x.jpg,,,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/59f71afb-85e4-4918-9813-5826a3d03374_2x.jpg,,,,,Male
715,Gold,synergydating+Gold@gmail.com,Gold,Let me spoil you,01-01-1989,Single,slim,,No,"South Yarra VIC, Australia",36.0,"Hi Im James. I currently live in Melbourne but I also travel to Sydney and Brisbane quite often with work. Im keen to find a babe that I can spend some quality time with. Dinners , theatre and general hang outs.  A travel buddy would be great as well.",introverted,practical,community,compassion,discuss,31.0,46.0,country wide,10km,music,"Looking for a relaxed, adventurous woman who enjoys chemistry, good company and a bit of indulgence.",https://adultarrangements.com/wp-content/uploads/2022/07/17f3a676-b9cc-4caf-861f-087799155817_2x.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/00a3fb69-94cb-40c1-a063-7d2dba55d3d2_2x.jpg,,,,,,,,,Male
716,Sweet As,synergydating+Sweet As@gmail.com,Sweet As,Good times,01-01-1988,Single,slim,,No,"Camberwell VIC, Australia",37.0,Well traveled Ive been to 26 different countries to date. I like to think outside of the box and enjoy good company and random conversations. I have a web design company that's nicely established now. I enjoy the arts be that literature or paintings. Currently single apart from my one dependent Kevin my pet lizard.,introverted,practical,health,growth,travel,32.0,47.0,country wide,50km,reading,"Looking for a relaxed, adventurous woman who enjoys chemistry, good company and a bit of indulgence.",https://adultarrangements.com/wp-content/uploads/2022/07/5ce27c19-fd41-47e0-b1ae-862fbb23ec7a_2x.jpg,,,,,,,,,,Male
717,Smooth And Rich,synergydating+Smooth And Rich@gmail.com,Smooth And Rich,Love to spoil a lady,01-01-1991,Single,slim,,No,"Canberra ACT, Australia",34.0,Hi new to sugar Dating and at 31 not entirely sure if I am comfortable with being  termed a daddy yet. Im looking to date outside my circle of friends family and asociates. Looking to have meaningful casual meetups. After we connect and you get to know me I would ideally like a babe that is open to weekends away and travel.,traditional,thoughtful,creativity,honesty,discuss,29.0,44.0,country wide,20km,travel,"Looking for an elegant, open‑minded woman who enjoys being appreciated and treated well.",https://adultarrangements.com/wp-content/uploads/2022/07/58f169de-4930-4b52-8a52-eaeccbca73ee_2x.jpg,,,,,,,,,,Male
718,Daniel 7,synergydating+Daniel 7@gmail.com,Daniel 7,Willing And Able,01-01-1983,Single,slim,,No,"Paddington NSW, Australia",42.0,"We'll Hello to start with. My name is Daniel. Really it is lol. And I own and run an advertising company here in Sydney._x000D_
I have tried the so called normal ways to meet people and it's getting harder and harder I find to see the real person when going on dates, as everyone seems to be pretending to be what they think the other person is looking for._x000D_
I like the idea of dating this way  in that we both hopefully get what we see on the profiles and we can bye pass the time wasted taking a multitude of dates to only find you are on a completely different page with a person.",ambitious,intellectual,wealth,stability,short_term,37.0,52.0,country wide,10km,fashion,"Looking for an elegant, open‑minded woman who enjoys being appreciated and treated well.",https://adultarrangements.com/wp-content/uploads/2022/07/45bcade0-1e8c-4417-b650-5b846b31fb82_2x.jpg,,,,,,,,,,Male
719,Maverick,synergydating+Maverick@gmail.com,Maverick,Check mate,01-01-1984,Rather Not Say,athletic,,No,"Vaucluse NSW, Australia",41.0,"Very sociable, entrepreneur, loves to laugh, travel and socialise. Emphatic and optimistic._x000D_
who knows what can happen? shall we find out ?",progressive,practical,community,honesty,short_term,36.0,51.0,country wide,10km,golf,Keen to connect with a confident woman who knows her worth and enjoys being looked after.,https://adultarrangements.com/wp-content/uploads/2022/07/5B06124BF88726ED28CC1600158ECD10UX.jpg,,,,,,,,,,Male
720,The Dark knight,synergydating+The Dark knight@gmail.com,The Dark knight,I won't dissapoint,01-01-1986,Single,average,,No,"Brisbane QLD, Australia",39.0,"Multilingual, Second generation Australian with my heritage in India. I would rather tell you about my business life over dinner and a glass of wine.",introverted,intellectual,community,adventure,open,34.0,49.0,country wide,any,cooking,"Hoping to meet a genuine, playful woman for regular catch‑ups, laughter and shared experiences.",https://adultarrangements.com/wp-content/uploads/2022/07/c1853e5d-f183-47c1-87e5-f2548dce7600_2x.jpg,,,,,,,,,,Male
721,Sparticus,synergydating+Sparticus@gmail.com,Sparticus,Come to new heights with me.,01-01-1988,Single,athletic,,No,"ACT, Australia",37.0,Outdoors type of guy. I love just grabbing my backpack and taking off for long hikes or climbs. I have been to Austria three times now. I just adore the beautiful scenic countryside and the back you can walk fo miles and not hear any cars.,traditional,practical,creativity,adventure,casual,32.0,47.0,country wide,30km,music,"Looking for an elegant, open‑minded woman who enjoys being appreciated and treated well.",https://adultarrangements.com/wp-content/uploads/2022/07/32a77b29-9ea6-4d25-8fed-075e7d15482d_2x.jpg,,,,,,,,,,Male
727,Athenian,synergydating+Athenian@gmail.com,Athenian,Your Trojan Horse,01-01-1991,Single,slim,,No,"Sans Souci NSW, Australia",34.0,"Well hello, my name is George my heritage is Greek so I am passionate about mostly everything especially soccer, Mediterranean food and women. Once comfortable with people I am extremely gregarious and have been told I am the light of the party. I keep fit by playing soccer most weeks, five a side in the off season. I own and run a franchise. Yep you guessed it. Its for greek food.",introverted,practical,wealth,honesty,travel,29.0,44.0,country wide,5km,wine,"Looking for an elegant, open‑minded woman who enjoys being appreciated and treated well.",https://adultarrangements.com/wp-content/uploads/2022/08/1ae271b2-2d09-4f2c-97d5-0e4656be92e5_2x.jpg,,,,,,,,,,Male
728,Techead,synergydating+Techead@gmail.com,Techead,Come find out,01-01-1992,Single,average,,No,"Sydney NSW, Australia",33.0,Make your own decision. over dinner.,realistic,thoughtful,wealth,honesty,discuss,28.0,43.0,country wide,50km,fashion,Keen to connect with a confident woman who knows her worth and enjoys being looked after.,https://adultarrangements.com/wp-content/uploads/2022/08/92b499b8-e751-44a6-9743-42f0f6fbc340_2x.jpg,,,,,,,,,,Male
729,Jazzy,synergydating+Jazzy@gmail.com,Jazzy,Relaxed,01-01-1990,Single,slim,,Social,"Brighton-Le-Sands NSW, Australia",35.0,We'll well here we go. About me! Love to listen to music as well as mix a little and play with the decks. I have been that DJ at a wedding lol. Thank F#*k we can travel more freely once more. I like to have as many getaways as I can. With good company all the better x,empathetic,direct,travel,ambition,casual,30.0,45.0,country wide,10km,adventure,"Looking for a relaxed, adventurous woman who enjoys chemistry, good company and a bit of indulgence.",https://adultarrangements.com/wp-content/uploads/2022/08/4b93de24-0ac5-410e-828b-0f6f678b52af_2x.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/08/be80db98-cc44-4a48-8b14-d2b453a7ef17_2x.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/08/4878c187-70f9-4cdc-925a-fc713d08c9bd_2x.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/08/a31c435f-1751-4a37-bba4-2bda89b4c366_2x.jpg,,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/08/110628b1-1745-4461-93ac-16f7d8b60c77_2x.jpg,,,,,Male
730,Magic Mike,synergydating+Magic Mike@gmail.com,Magic Mike,Looking for Flexible NSA,01-01-1988,Single,athletic,,No,"Sydney NSW, Australia",37.0,"Cultured, fun and pleasing on the eye. No baggage so to speak. Free and single.",optimistic,intellectual,growth,compassion,casual,32.0,47.0,country wide,50km,golf,Keen to connect with a confident woman who knows her worth and enjoys being looked after.,https://adultarrangements.com/wp-content/uploads/2022/08/ca801a9f-1d23-4dee-b4be-a3045cadd183_2x.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/08/a01cbfb2-77aa-456f-8784-91dba669ebdd_2x.jpg,,,,,,,,,Male
731,Diamond Member,synergydating+Diamond Member@gmail.com,Diamond Member,Chilled,01-01-1993,Single,slim,,No,"Sydney NSW, Australia",32.0,"Young, motivated and driven.",realistic,playful,wealth,loyalty,open,27.0,42.0,country wide,5km,art,"Looking for an elegant, open‑minded woman who enjoys being appreciated and treated well.",https://adultarrangements.com/wp-content/uploads/2022/08/af227919-f2e0-4947-aa65-57ecaaa0459e_2x.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/08/fbe81af1-9e3f-4f6d-8bb5-905357668102_2x.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/08/70e8aaee-6d4d-4b75-98b6-742d66633470_2x.jpg,,,,,,,,Male
732,Perfect Gent,synergydating+Perfect Gent@gmail.com,Perfect Gent,Generous sophistication,01-01-1986,Rather Not Say,slim,,Social,"Sydney NSW, Australia",39.0,"I take pride in all aspects of my life. I enjoy a wide variety of different things. Dating and dining beautiful people is most defiantly one of my favourite pastimes, as is shopping for designer clothing. Im not completely shallow though and like to indulge others.",analytical,direct,career,honesty,discuss,34.0,49.0,country wide,20km,sailing,"Hoping to meet a genuine, playful woman for regular catch‑ups, laughter and shared experiences.",https://adultarrangements.com/wp-content/uploads/2022/08/adee6855-33a6-405e-883d-1554b0ca7582_2x.jpg,,,,,,,,,,Male
